Adiac,k=8,k=16,k=32,k=64,k=128
MoteStrain,k=8,k=16,k=32,k=64,k=128
CKM,0.140636921,0.298086166,0.604512691,1.253921032,2.466514826
TI,0.141101122,0.269057274,0.500068426,0.923335552,1.673138857
LBF_PAA,0.172440529,0.298090935,0.484903097,0.853314877,1.486536503
TILB_PAA,0.172072815,0.297409534,0.500874043,0.860583067,1.550055265
LBF_PDD,0.203528643,0.314610481,0.518594027,0.876818895,1.573747635
TILB_PDD,0.203052312,0.329935074,0.480277061,0.852768183,1.448147297
KMC2,0.172600746,0.563076496,1.917993069,6.826806307,25.89361548
 , , , , , 
NonInvasiveFetalECGThorax1,k=8,k=16,k=32,k=64,k=128
CKM,3.666597843,7.750223875,16.05386281,32.32527161,64.38487077
TI,2.251724243,4.508445978,8.191538572,13.44188809,20.46333241
LBF_PAA,1.844786167,2.865977526,4.055658579,6.083455086,8.731819153
TILB_PAA,1.838219404,2.679412365,3.815729618,5.267861128,7.386239052
LBF_PDD,2.599319935,4.240779638,6.630367517,9.956661463,14.26694012
TILB_PDD,2.519911528,4.115343809,6.319904566,9.185289383,13.19566488
KMC2,0.996123314,3.660488605,14.30544424,55.4103713,217.1775961
 , , , , , 
NonInvasiveFetalECGThorax2,k=8,k=16,k=32,k=64,k=128
CKM,3.606851578,7.622770786,15.62285423,32.17666912,64.02674675
TI,2.859005213,4.385634899,7.488488436,11.37326336,17.99269104
LBF_PAA,2.602361917,3.244365215,4.362776518,6.003152132,8.663894653
TILB_PAA,2.557013512,3.080528498,4.01537466,5.143701553,7.166853189
LBF_PDD,4.081217289,5.291915894,7.259803295,9.746090174,13.43170428
TILB_PDD,4.080381197,5.193519115,7.069507599,9.188691378,12.67415619
KMC2,0.971952438,3.626024008,14.10984802,54.77920556,214.2927644
 , , , , , 
PhalangesOutlinesCorrect,k=8,k=16,k=32,k=64,k=128
CKM,0.281846046,0.59510231,1.215572357,2.39447546,4.820091009
TI,0.203121662,0.39100194,0.641712904,1.09520936,1.816468954
LBF_PAA,0.281492949,0.548510551,0.908011913,1.581567287,2.659806728
TILB_PAA,0.265625954,0.485369921,0.703633308,1.141354799,1.893260479
LBF_PDD,0.359382868,0.594466448,0.921890736,1.449015379,2.442471981
TILB_PDD,0.330843687,0.515931129,0.750572205,1.110790968,1.69026947
KMC2,0.234208345,0.651275635,2.048869133,6.94116497,25.39430189
 , , , , , 
Phoneme,k=8,k=16,k=32,k=64,k=128
CKM,2.723412991,5.847226858,12.00500345,24.35565639,48.88610458
TI,2.706602097,5.89777565,12.05482745,24.68240499,49.5726819
LBF_PAA,3.188992023,6.052908897,11.73765397,22.85646725,44.65223765
TILB_PAA,3.278060436,6.034653854,11.90699482,23.63905025,46.37483191
LBF_PDD,3.897493601,7.354024649,13.46779537,24.63203216,45.70893764
TILB_PDD,3.942566156,7.305970373,13.66175008,25.15442252,47.15209389
KMC2,1.142028809,4.647134542,18.35420132,73.1006825,289.9739234
 , , , , , 
ProximalPhalanxOutlineCorrect,k=8,k=16,k=32,k=64,k=128
CKM,0.07824111,0.187666893,0.390975237,0.797254562,1.62647295
TI,0.071912527,0.110416174,0.188132763,0.344697714,0.625818253
LBF_PAA,0.069216728,0.141300201,0.250246763,0.453641891,0.813341379
TILB_PAA,0.07811904,0.125486851,0.203918934,0.375296593,0.671870947
LBF_PDD,0.093742847,0.156856298,0.249999523,0.437525511,0.734528542
TILB_PDD,0.093746424,0.125011683,0.203127384,0.328116894,0.593926668
KMC2,0.141020536,0.469602346,1.65824914,6.212619543,23.72945356
 , , , , , 
RefrigerationDevices,k=8,k=16,k=32,k=64,k=128
CKM,0.671888351,1.387047768,2.921183586,6.089193106,12.00782728
TI,0.673084021,1.470354319,2.976792097,6.053356171,12.23883748
LBF_PAA,0.781648159,1.564655304,3.150929213,6.130556345,11.54827738
TILB_PAA,0.814439774,1.605204582,3.216435909,6.402361393,12.58705449
LBF_PDD,1.00139308,1.861435175,3.476024866,6.321831465,11.36226153
TILB_PDD,1.001915932,1.893187046,3.581091404,6.659550428,12.45813918
KMC2,0.781242132,3.106785297,12.57348394,50.39001536,202.4587693
 , , , , , 
ScreenType,k=8,k=16,k=32,k=64,k=128
CKM,0.656862259,1.376205683,2.859171867,5.876066446,11.94375777
TI,0.641022682,1.39109683,2.782238722,5.335587025,10.1028645
LBF_PAA,0.515899897,0.825134993,1.313003778,2.063447714,3.187921286
TILB_PAA,0.53222847,0.860503674,1.375255346,2.330111504,4.079521894
LBF_PDD,0.954420567,1.619884491,2.830102682,4.98979044,8.692131519
TILB_PDD,0.953667402,1.641643763,2.891985893,5.042370796,9.003605366
KMC2,0.76823616,3.130194187,12.56324482,50.2378819,202.1404107
 , , , , , 
ShapesAll,k=8,k=16,k=32,k=64,k=128
CKM,0.748231411,1.596419334,3.285073519,6.784772635,13.63138914
TI,0.610429049,1.125882387,2.049738169,3.535391092,5.708559036
LBF_PAA,0.45387888,0.595172167,0.766702414,1.078442574,1.610797644
TILB_PAA,0.452741146,0.580285549,0.783610582,1.110591412,1.93633914
LBF_PDD,0.893175602,1.39209795,2.230115652,3.454943657,5.56511426
TILB_PDD,0.852679968,1.297302008,1.971764088,2.940902948,4.561689854
KMC2,0.57913065,2.283833981,9.080937624,36.26068068,143.9091642
 , , , , , 
SmallKitchenAppliances,k=8,k=16,k=32,k=64,k=128
CKM,0.65703702,1.385568619,2.849285603,5.972182035,11.86857677
TI,0.665795088,1.423057318,2.893119335,6.00621891,11.74755979
LBF_PAA,0.797477245,1.573312044,3.162421465,6.080398798,11.59516335
TILB_PAA,0.792010419,1.568785877,3.301459074,6.472362757,12.53749394
